hometown,race,Hispanic,sexual_orientation,gender,trans,first_gen,disables,household_income,athlete,rotc,secondary_school,classes_ap,classes_ib,classes_honors,classes_dual,extracurriculars,ai,gap_year,admissions,other_univ,sat_binary,sat_score,act_binary,act_score,admissions_assistance,legacy,legacy_binary,three_reasons,activities,college_accepted,college_switch,pre_professional,commons_house,commons_house_wish,financial_aid,merit_scholar,loans,greek_life,political_ideology,divest,abolish_gl,administration_politics,affirmative_action,legacy_opinion,abortion,gender_affirming_care,gun_control,vote,sex,romantic_relationships,alcohol,weed,drugs,fake_id
Tennessee,White/Caucasian,No,Questioning/unsure,Female,No,No,No,"$75,000 - $99,999",No,No,Private,7,My school did not offer,7,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Internship (unpaid), Journalism, Music, Student Government, Theater",No,No,EDI,"Michigan State, University of Tennessee Chattanooga",No,,Yes,33,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, Campus",Campus tour,School of Engineering,No,No,Hank Ingram,Hank Ingram,"Yes, less than half the cost of attendance",No,$0 ,Not sure,3,6,3,3,5,3,7,5,7,"Yes, in Tennessee",No,0,Once a month,Once a semester,None,N/A (I have never owned a fake ID)
Colorado,"White/Caucasian, Asian/Pacific Islander",No,Heterosexual,Female,No,No,No,"$500,000 - $749,999",No,No,Private,6,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Internship (unpaid), Music, Theater, Visual Art, Work/Internship (Paid)",No,No,EDI,"Wheaton College, University of Northern Colorado, Loyola Marymount University",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, Campus","Campus tour, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",Peabody College of Education and Human Development,No,No,Stambaugh,Stambaugh,No,No,$0 ,Not sure,3,5,4,3,5,2,4,4,7,"Yes, in my home state/country",No,3,Once a semester,Never,None,N/A (I have never owned a fake ID)
Texas,Asian/Pacific Islander,No,Heterosexual,Female,No,No,No,"$150,000 - $199,999",No,No,Charter,9,My school did not offer,9,10+,"Academic Clubs/Competition, Advocacy, Community Service, Internship (unpaid), Visual Art, Work/Internship (Paid)",Yes,No,Regular Decision,"UT Austin, UCSD, UTD, more",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Location, Academics",None,College of Arts of Science,No,"Yes, as a pre-med student",Memorial,Memorial,No,"Yes, full tuition","$30,000 - $39,999",No,4,4,6,4,1,1,7,7,7,I am not eligible to vote,No,0,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,"White/Caucasian, African American/Black",No,Heterosexual,Female,No,No,No,"$100,000 - $149,999",No,No,Public,6,My school did not offer,10+,1,"Academic Clubs/Competition, Athletics, Community Service, Research, Speech and Debate, Student Government, Theater, Work/Internship (Paid)",No,No,Regular Decision,"Tulane University, Boston College, Wake Forest ",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Location, Academics, School size, Post-grad opportunities, Brand name/rankings, Campus","Campus tour, MOSAIC, Anchor Day (admitted students day)",College of Arts of Science,"Yes, Peabody","Yes, as a pre-law student",Crawford,Crawford,"Yes, more than half the cost of attendance",No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",3,6,2,1,4,4,7,5,7,"Yes, in Tennessee",Yes,1,Never,Never,None,N/A (I have never owned a fake ID)
California,White/Caucasian,Yes,Heterosexual,Male,No,No,No,"$750,000 - $999,999",No,No,Public,10+,My school did not offer,5,1,"Athletics, Community Service, Internship (unpaid), Religious group",No,No,Regular Decision,"UCSB, UC Davis, UC Santa Cruz",Yes,1480,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, Post-grad opportunities, Campus","Dore For A Day, MOSAIC",College of Arts of Science,No,"Yes, as a pre-med student",Sutherland,Sutherland,No,No,$0 ,Not sure,3,5,1,2,3,5,7,3,6,"Yes, in my home state/country",No,1,Twice a week,Never,None,N/A (I have never owned a fake ID)
"Beijing, China",Asian/Pacific Islander,No,Heterosexual,Female,No,No,No,"$200,000 - $299,999",No,No,Private,My school did not offer,6,My school did not offer,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Music, Student Government, Work/Internship (Paid)",Yes,No,Regular Decision,"NYU, UCI, UCSD, UCSB, UW",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, School size, Brand name/rankings, Campus",None,College of Arts of Science,"Yes, Peabody",No,North,Hank Ingram,No,No,$0 ,No,4,4,5,4,4,4,4,4,6,I am not eligible to vote,No,2,Never,Never,None,N/A (I have never owned a fake ID)
Massachusetts,African American/Black,No,Heterosexual,Female,No,No,No,"$1,000,000 or more",No,No,Private,4,My school did not offer,5,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Internship (unpaid), Student Government, Work/Internship (Paid)",No,No,EDI,SMU ,No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, Campus",Campus tour,Peabody College of Education and Human Development,No,No,Murray,Murray,No,No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",4,5,1,1,4,4,7,1,6,"Yes, in my home state/country",Yes,1,Twice a week,Never,,Massachusetts
Kentucky,African American/Black,No,Heterosexual,Female,No,No,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,My school did not offer,1,"Academic Clubs/Competition, Athletics, Community Service, Cultural and Affinity Clubs, Music, Research",Yes,No,Regular Decision,"20 others: Carnegie Mellon, UMich, Purdue, Rose Hulman, University of Louisville, Stanford, UCLA, UC Berkeley, UC San Diego, Harvard, Yale, Cornell, Columbia, Brown, Upenn, Georgia Tech, MIT,  Northeastern, Northwestern",No,,Yes,33,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Academics, School size","Campus tour, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",School of Engineering,No,No,West,West,No,"Yes, full tuition",$0 ,No,2,4,3,2,5,1,6,6,5,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Colorado,White/Caucasian,No,Heterosexual,Female,No,No,No,"$200,000 - $299,999",No,No,Private,8,My school did not offer,6,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Work/Internship (Paid)",No,No,Regular Decision,"Villanova, Northeastern, Boston College, University of Colorado Boulder, Wisconsin-Madison",No,,Yes,34,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, School size","Campus tour, Commodore Launch",Peabody College of Education and Human Development,No,No,North,Hank Ingram,"Yes, less than half the cost of attendance",No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",3,5,1,2,5,3,4,5,5,"Yes, in my home state/country",No,0,Once a week,Never,None,N/A (I have never owned a fake ID)
Ohio,White/Caucasian,Yes,Heterosexual,Female,No,No,No,"$200,000 - $299,999",No,No,Private,5,My school did not offer,7,My school did not offer,"Athletics, Community Service, Music, Research, Student Government, Work/Internship (Paid)",No,No,EDI,"Ohio State University, University of Dayton",No,,Yes,35,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, Campus","Campus tour, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",East,Stambaugh,"Yes, less than half the cost of attendance",No,"$75,000 - $99,999",No,2,4,6,2,6,1,6,7,6,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
New York,"White/Caucasian, Asian/Pacific Islander",No,Bisexual/pansexual,Female,No,Yes,No,"$75,000 - $99,999",No,No,Public,9,My school did not offer,6,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Internship (unpaid), Journalism, Model UN, Research, Student Government, Work/Internship (Paid)",No,No,EDI,"Michigan State, Hunter College, John Jay, Northeastern, etc.",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, School size, Brand name/rankings","Campus tour, 'Dore For A Day, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",School of Engineering,No,No,Stambaugh,Stambaugh,"Yes, more than half the cost of attendance",No,$0 ,No,1,4,7,4,5,1,7,7,7,"Yes, in my home state/country",No,2,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,2,My school did not offer,10+,3,"Academic Clubs/Competition, Athletics, Dance, Music, Work/Internship (Paid)",No,No,Regular Decision,"Purdue University, University of Tennessee Knoxville, Loyola University Chicago, Georgia Tech",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, School size, Faculty, Post-grad opportunities, Brand name/rankings","Campus tour, Commodore Launch, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,$0 ,Not sure,1,7,2,5,7,1,7,7,7,"Yes, in Tennessee",No,1,Never,Never,,N/A (I have never owned a fake ID)
Texas,"White/Caucasian, Native American/Alaskan Native",Yes,Heterosexual,Male,No,No,No,"$500,000 - $749,999",No,No,Public,10+,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Athletics, Model UN, Work/Internship (Paid)",No,No,Regular Decision,,Yes,1570,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Location, School size, Brand name/rankings","Commodore Launch, MOSAIC",College of Arts of Science,"Yes, Peabody","Yes, as a pre-law student",Murray,Memorial,No,"Yes, full tuition",$0 ,"Yes, I plan to participate in IFC recruitment",4,5,1,1,5,5,6,6,6,"Yes, in my home state/country",Yes,2,Three times a week,Once a month,"Cocaine, Psilocybin (Shrooms), Prescription Opioids (Oxy), Adderall",Indiana
"Washington, D.C.",African American/Black,No,Heterosexual,Male,No,No,No,"$100,000 - $149,999",No,No,Charter,4,My school did not offer,10+,0,"Academic Clubs/Competition, Community Service, Cultural and Affinity Clubs, Music, Theater, Work/Internship (Paid)",No,No,Regular Decision,"Cornel University, University of Rochester, Penn State, NCAT, Morehouse, Syracuse, ",Yes,1420,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Academics, Brand name/rankings","Dore For A Day, Commodore Launch",School of Engineering,No,No,Hank Ingram,Hank Ingram,"Yes, less than half the cost of attendance",No,$0 ,"Yes, I plan to participate in NPHC recruitment",3,5,1,1,4,1,7,5,5,"Yes, in my home state/country",Yes,3,Once a week,Never,,N/A (I have never owned a fake ID)
New Jersey,White/Caucasian,No,Heterosexual,Male,No,No,No,"$1,000,000 or more",No,No,Private,7,My school did not offer,4,My school did not offer,"Athletics, Music, Speech and Debate",Yes,No,EDI,,No,,Yes,36,Standardized testing (ACT/SAT) tutoring,No,No,Brand name/rankings,Campus tour,School of Engineering,No,No,Gillette,Gillette,No,No,$0 ,Not sure,4,1,1,1,1,5,5,1,3,"I am eligible to vote, but am not registered",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,Asian/Pacific Islander,No,Heterosexual,Female,No,Yes,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,9,9,"Academic Clubs/Competition, Athletics, Community Service, Dance, Student Government, Work/Internship (Paid)",No,No,Regular Decision,"UTK, Georgia tech, VA tech",Yes,,Yes,34,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Academics, Brand name/rankings",Dore For A Day,School of Engineering,No,No,Hank Ingram,Hank Ingram,No,"Yes, full tuition","$20,000 - $29,999",No,4,5,4,1,4,1,4,4,6,"I am eligible to vote, but am not registered",No,1,Never,Never,None,N/A (I have never owned a fake ID)
Texas,African American/Black,No,Bisexual/pansexual,Female,No,No,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Journalism, Visual Art",No,No,Regular Decision,"University of Pittsburgh, University of Oklahoma, Texas A&M University, University of Texas, University of Michigan, Georgia Tech, Northeastern University, Swarthmore College",Yes,1570,Yes,36,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, Post-grad opportunities, Brand name/rankings","Commodore Launch, MOSAIC, Anchor Day (admitted students day)",College of Arts of Science,No,No,Gillette,North,"Yes, less than half the cost of attendance","Yes, partial tuition",I don't know,Not sure,2,6,5,2,7,3,7,7,7,"Yes, in my home state/country",No,0,Once a month,Never,None,N/A (I have never owned a fake ID)
Tennessee,Asian/Pacific Islander,No,Heterosexual,Female,No,Yes,Yes,"$200,000 - $299,999",No,No,Charter,7,My school did not offer,7,My school did not offer,"Academic Clubs/Competition, Advocacy, Community Service, Cultural and Affinity Clubs, Model UN, Research, Visual Art",No,No,EDI,"MTSU, Belmont Univ.",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, School size, Brand name/rankings",Dore For A Day,College of Arts of Science,No,"Yes, as a pre-med student",North,North,No,No,I don't know,No,1,6,3,4,6,1,7,7,7,"Yes, in Tennessee",No,1,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,Asian/Pacific Islander,No,Heterosexual,Female,No,No,No,"$1,000,000 or more",No,No,Private,5,My school did not offer,4,My school did not offer,"Athletics, Family Responsibilities, Internship (unpaid), Journalism, Music, Visual Art",No,No,EDI,,No,,Yes,35,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Post-grad opportunities, Campus","Campus tour, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Crawford,Hank Ingram,No,No,"$1-$4,999",Not sure,4,3,2,2,2,2,6,1,4,"Yes, in Tennessee",No,0,Once a month,Never,None,N/A (I have never owned a fake ID)
Maryland,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$75,000 - $99,999",No,No,Private,8,My school did not offer,3,My school did not offer,"Athletics, Community Service, Visual Art",No,No,EDI,"Clemson, Ithaca",No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, School size, Brand name/rankings",None,College of Arts of Science,No,"Yes, as a pre-law student",Sutherland,Sutherland,"Yes, more than half the cost of attendance",No,I don't know,"Yes, I plan to participate in Panhellenic recruitment",2,7,2,3,4,3,7,7,7,"Yes, in my home state/country",,2,,,,
New York,White/Caucasian,No,Heterosexual,Male,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,My school did not offer,3,"Academic Clubs/Competition, Athletics, Community Service, Family Responsibilities, Internship (unpaid), Model UN, Research, Work/Internship (Paid)",Yes,No,Regular Decision,,No,,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Cost, Academics, School size",Dore For A Day,College of Arts of Science,No,No,Hank Ingram,Hank Ingram,No,"Yes, full tuition",$0 ,No,5,6,3,3,2,3,3,5,4,"Yes, in my home state/country",Yes,3,Twice a week,Never,None,New York
New York,White/Caucasian,No,Heterosexual,Male,No,No,No,"$300,000 - $499,999",No,No,Public,10+,My school did not offer,5,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Internship (unpaid), Journalism, Research, Student Government, Work/Internship (Paid)",No,No,Regular Decision,"UC Berkeley, Michigan, Wisconsin, Maryland",Yes,1580,No,,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, Post-grad opportunities, Brand name/rankings","Campus tour, 'Dore For A Day",College of Arts of Science,"Yes, Engineering",No,North,Hank Ingram,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",2,7,1,5,6,6,7,5,7,"Yes, in my home state/country",Yes,1,Twice a week,Once a month,None,"Connecticut, New York"
Ohio,Asian/Pacific Islander,No,Heterosexual,Female,No,No,No,"$500,000 - $749,999",No,No,Private,7,My school did not offer,10+,My school did not offer,"Athletics, Community Service, Family Responsibilities, Internship (unpaid), Music, Research, Theater",No,No,EDI,"University of Cincinnati, Ohio State University, Virginia Commonwealth University, Penn State University ",No,,Yes,35,Standardized testing (ACT/SAT) tutoring,No,No,"Academics, Post-grad opportunities, Campus","Campus tour, Anchor Day, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Gillette,Murray,No,No,$0 ,No,2,6,3,4,6,1,6,6,5,"Yes, in my home state/country",No,0,Never,Never,None,Georgia
New York,White/Caucasian,No,Heterosexual,Male,No,No,No,"$500,000 - $749,999",No,No,Private,My school did not offer,My school did not offer,2,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Music, Research",Yes,No,Regular Decision,"Cornell, UNC, Indiana, Boulder, St. Andrews",No,,Yes,36,Standardized testing (ACT/SAT) tutoring,No,No,"Location, Academics, School size",Campus tour,College of Arts of Science,No,No,Sutherland,Sutherland,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",3,4,2,7,5,4,7,5,7,"Yes, in my home state/country",Yes,1,Twice a week,Twice a week,Psilocybin (Shrooms),"California, Connecticut"
